texto;toxico;num_admir;num_may;num_may_esc;series_token;emojis;num_emoji;num_insultos;dir_23ps;score_emoji_tox;enfasis
Pues si hubiesen castrado a tu padre tú no hubieses nacido lumbreras;1;0;0;0.0;['Pues', 'si', 'hubiesen', 'castrado', 'a', 'tu', 'padre', 'tú', 'no', 'hubieses', 'nacido', 'lumbreras'];;0;1;1;0.0;0.0
Dos nuevas familias han encontrado su hogar con nosotros. ¿Quieres ser la siguiente?. Trabajamos en Puerto Lumbreras, Lorca, Totana, Caravaca de la Cruz, Calasparra, Mula y Cehegín. !Dinos lo que buscas y te ayudaremos a encontrarlo! 🗝️🏠👏🏼👥 • inmobiliaria morillas hogar ;0;2;0;0.0;['Dos', 'nuevas', 'familias', 'han', 'encontrado', 'su', 'hogar', 'con', 'nosotros', '.', '¿Quieres', 'ser', 'la', 'siguiente', '?', '.', 'Trabajamos', 'en', 'Puerto', 'Lumbreras', ',', 'Lorca', ',', 'Totana', ',', 'Caravaca', 'de', 'la', 'Cruz', ',', 'Calasparra', ',', 'Mula', 'y', 'Cehegín', '.', '!', 'Dinos', 'lo', 'que', 'buscas', 'y', 'te', 'ayudaremos', 'a', 'encontrarlo', '!', '🗝️🏠👏🏼👥', '•', 'inmobiliaria', 'morillas', 'hogar'];🗝 🏠 👏 👥;4;0;1;0.0;2.0
14h PUERTO LUMBRERAS: Temp. 25.9 °C, Hum. 31 %, Bar. 1008.6 hPa, Lluvia 0.0 mm, Viento 15.8 km/h SSE Weathercloud;0;0;3;0.15;['14h', 'PUERTO', 'LUMBRERAS', ':', 'Temp', '.', '25.9', '°C', ',', 'Hum', '.', '31', '%', ',', 'Bar', '.', '1008.6', 'hPa', ',', 'Lluvia', '0.0', 'mm', ',', 'Viento', '15.8', 'km/h', 'SSE', 'Weathercloud'];;0;0;0;0.0;0.15
Lo ha sido, por eso Setién está despedido. Lumbreras;1;0;0;0.0;['Lo', 'ha', 'sido', ',', 'por', 'eso', 'Setién', 'está', 'despedido', '.', 'Lumbreras'];;0;1;1;0.0;0.0
Donald Trump patán o macarra barriobajero?;1;0;0;0.0;['Donald', 'Trump', 'patán', 'o', 'macarra', 'barriobajero', '?'];;0;1;0;0.0;0.0
Rata mora fue pésimo y barriobajero,que tío más asqueroso,fuera de Sálvame ya!!!;1;3;0;0.0;['Rata', 'mora', 'fue', 'pésimo', 'y', 'barriobajero', ',', 'que', 'tío', 'más', 'asqueroso', ',', 'fuera', 'de', 'Sálvame', 'ya', '!', '!', '!'];;0;0;0;0.0;3.0
Ruben Cruz acabará mal . Es un barriobajero;1;0;0;0.0;['Ruben', 'Cruz', 'acabará', 'mal', '.', 'Es', 'un', 'barriobajero'];;0;1;0;0.0;0.0
Me recuerda a las ostias q repartia el barriobajero madrid de mou en los cladicos, a mamar;1;0;0;0.0;['Me', 'recuerda', 'a', 'las', 'ostias', 'q', 'repartia', 'el', 'barriobajero', 'madrid', 'de', 'mou', 'en', 'los', 'cladicos', ',', 'a', 'mamar'];;0;1;0;0.0;0.0
Vaya codazo barriobajero;1;0;0;0.0;['Vaya', 'codazo', 'barriobajero'];;0;1;0;0.0;0.0
Juego sucio no, barriobajero.;1;0;0;0.0;['Juego', 'sucio', 'no', ',', 'barriobajero', '.'];;0;0;0;0.0;0.0
Espero que pida perdón por esta acción de barriobajero paleto.;1;0;0;0.0;['Espero', 'que', 'pida', 'perdón', 'por', 'esta', 'acción', 'de', 'barriobajero', 'paleto', '.'];;0;1;1;0.0;0.0
Lo del Cartagena es de matones y muy barriobajero. Rubén Cruz y Cordero van a terminar el partido sin ver la roja.... Han sido mejores pero las maneras no, y el árbitro demasiado permisivo. PlayOff;1;0;0;0.0;['Lo', 'del', 'Cartagena', 'es', 'de', 'matones', 'y', 'muy', 'barriobajero', '.', 'Rubén', 'Cruz', 'y', 'Cordero', 'van', 'a', 'terminar', 'el', 'partido', 'sin', 'ver', 'la', 'roja', '...', '.', 'Han', 'sido', 'mejores', 'pero', 'las', 'maneras', 'no', ',', 'y', 'el', 'árbitro', 'demasiado', 'permisivo', '.', 'PlayOff'];;0;0;1;0.0;0.0
Antonio Montero, en tu descripción te falta tarado emocional barriobajero y mentecato;1;0;0;0.0;['Antonio', 'Montero', ',', 'en', 'tu', 'descripción', 'te', 'falta', 'tarado', 'emocional', 'barriobajero', 'y', 'mentecato'];;0;3;1;0.0;0.0
Ahora en el blog ❯ 12 recetas de tartar de atún para disfrutar de platos frescos y nutritivos en verano  vía ;0;0;0;0.0;['Ahora', 'en', 'el', 'blog', '❯', '12', 'recetas', 'de', 'tartar', 'de', 'atún', 'para', 'disfrutar', 'de', 'platos', 'frescos', 'y', 'nutritivos', 'en', 'verano', 'vía'];;0;0;1;0.0;0.0
Acabo de abrir una lata de atún con un cuchillo. Ya me gradué de adulto independiente.;0;0;0;0.0;['Acabo', 'de', 'abrir', 'una', 'lata', 'de', 'atún', 'con', 'un', 'cuchillo', '.', 'Ya', 'me', 'gradué', 'de', 'adulto', 'independiente', '.'];;0;0;0;0.0;0.0
A alguien más les gusta el huevo con atún?;0;0;0;0.0;['A', 'alguien', 'más', 'les', 'gusta', 'el', 'huevo', 'con', 'atún', '?'];;0;0;1;0.0;0.0
Domingo de ver series y comer atún... a veces duele la dieta.;0;0;0;0.0;['Domingo', 'de', 'ver', 'series', 'y', 'comer', 'atún', '...', 'a', 'veces', 'duele', 'la', 'dieta', '.'];;0;0;1;0.0;0.0
"Receta de tortilla de atún y tomate 🍰 REGÁLANOS UN RETWEET 🍧 postres dulces recetas &gt; ";0;0;3;0.1875;"['Receta', 'de', 'tortilla', 'de', 'atún', 'y', 'tomate', '🍰', 'REGÁLANOS', 'UN', 'RETWEET', '🍧', 'postres', 'dulces', 'recetas', '&', 'gt', ';']";🍰 🍧;2;0;1;0.047;0.1875
Tendrá atún, ¿no? Qué menos...;0;0;0;0.0;['Tendrá', 'atún', ',', '¿no', '?', 'Qué', 'menos', '...'];;0;0;0;0.0;0.0
Macarrones al atún gratinados en el Circus, paseo por el palmeral y dos horas de siesta. No queráis venderme otro plan de domingo PORQUE NO LO COMPRO.;0;0;4;0.14814814814814814;['Macarrones', 'al', 'atún', 'gratinados', 'en', 'el', 'Circus', ',', 'paseo', 'por', 'el', 'palmeral', 'y', 'dos', 'horas', 'de', 'siesta', '.', 'No', 'queráis', 'venderme', 'otro', 'plan', 'de', 'domingo', 'PORQUE', 'NO', 'LO', 'COMPRO', '.'];;0;0;1;0.0;0.14814814814814814
La crema Nivea fría en el cuerpo, los sándwiches de atún enlatado, las empanadas de cazón en la Santiago Mariño, Parque El Agua, el atardecer en Juan Griego... Muchos recuerdos bonitos. ;0;0;0;0.0;['La', 'crema', 'Nivea', 'fría', 'en', 'el', 'cuerpo', ',', 'los', 'sándwiches', 'de', 'atún', 'enlatado', ',', 'las', 'empanadas', 'de', 'cazón', 'en', 'la', 'Santiago', 'Mariño', ',', 'Parque', 'El', 'Agua', ',', 'el', 'atardecer', 'en', 'Juan', 'Griego', '...', 'Muchos', 'recuerdos', 'bonitos', '.'];;0;0;1;0.0;0.0
Salimos de Otero de Guardo, un pequeño pueblo de la Montaña Palentina. ;0;0;0;0.0;['Salimos', 'de', 'Otero', 'de', 'Guardo', ',', 'un', 'pequeño', 'pueblo', 'de', 'la', 'Montaña', 'Palentina', '.'];;0;0;0;0.0;0.0
Fin de semana en Bilbao, ¡y sin pisar el Guggenheim! El binomio mar y montaña que rodea a la capital de Vizcaya es insuperable Euskadi ;0;1;0;0.0;['Fin', 'de', 'semana', 'en', 'Bilbao', ',', '¡y', 'sin', 'pisar', 'el', 'Guggenheim', '!', 'El', 'binomio', 'mar', 'y', 'montaña', 'que', 'rodea', 'a', 'la', 'capital', 'de', 'Vizcaya', 'es', 'insuperable', 'Euskadi'];;0;0;1;0.0;1.0
Felicidades Enhorabuena Lou lou grande Maillot de la montaña y clasificación;0;0;0;0.0;['Felicidades', 'Enhorabuena', 'Lou', 'lou', 'grande', 'Maillot', 'de', 'la', 'montaña', 'y', 'clasificación'];;0;0;1;0.0;0.0
Ascensión al pico Boum, valle de Remuñé Benasque Un nuevo éxito del actividad de Alta Montaña. ;0;0;0;0.0;['Ascensión', 'al', 'pico', 'Boum', ',', 'valle', 'de', 'Remuñé', 'Benasque', 'Un', 'nuevo', 'éxito', 'del', 'actividad', 'de', 'Alta', 'Montaña', '.'];;0;0;0;0.0;0.0
Si te gustan las actividades en la montaña, no te pierdas nuestro artículo en el que te decimos cuales son las mejores chaquetas para montaña con la mejor relación calidad-precio -  deportes senderismo montañismo trekking;0;0;0;0.0;['Si', 'te', 'gustan', 'las', 'actividades', 'en', 'la', 'montaña', ',', 'no', 'te', 'pierdas', 'nuestro', 'artículo', 'en', 'el', 'que', 'te', 'decimos', 'cuales', 'son', 'las', 'mejores', 'chaquetas', 'para', 'montaña', 'con', 'la', 'mejor', 'relación', 'calidad-precio', '-', 'deportes', 'senderismo', 'montañismo', 'trekking'];;0;0;1;0.0;0.0
De despertar en la cima de una montaña para 2minutos despues dejarme caer al fondo del oceao. Asi va dia y el tuyo,;0;0;0;0.0;['De', 'despertar', 'en', 'la', 'cima', 'de', 'una', 'montaña', 'para', '2minutos', 'despues', 'dejarme', 'caer', 'al', 'fondo', 'del', 'oceao', '.', 'Asi', 'va', 'dia', 'y', 'el', 'tuyo', ','];;0;0;1;0.0;0.0
🔵 Lo que nunca debes hacer cuando conduces un coche con caja de cambios manual Motor ;0;0;0;0.0;['🔵', 'Lo', 'que', 'nunca', 'debes', 'hacer', 'cuando', 'conduces', 'un', 'coche', 'con', 'caja', 'de', 'cambios', 'manual', 'Motor'];🔵;1;0;1;0.139;0.0
Coche no sé, pero hay bus cada media hora desde Plaza Elíptica (y se puede usar el bono transporte de madrid);0;0;0;0.0;['Coche', 'no', 'sé', ',', 'pero', 'hay', 'bus', 'cada', 'media', 'hora', 'desde', 'Plaza', 'Elíptica', '(', 'y', 'se', 'puede', 'usar', 'el', 'bono', 'transporte', 'de', 'madrid', ')'];;0;0;1;0.0;0.0
Money Talks | Tesla se tira a la piscina con un coche submarino ;0;0;0;0.0;['Money', 'Talks', '|', 'Tesla', 'se', 'tira', 'a', 'la', 'piscina', 'con', 'un', 'coche', 'submarino'];;0;0;1;0.0;0.0
Un micrófono en el coche de Aranda probaría el presunto acuerdo para el resultado entre el Valladolid vs Valencia ;0;0;0;0.0;['Un', 'micrófono', 'en', 'el', 'coche', 'de', 'Aranda', 'probaría', 'el', 'presunto', 'acuerdo', 'para', 'el', 'resultado', 'entre', 'el', 'Valladolid', 'vs', 'Valencia'];;0;0;1;0.0;0.0
Mañana vuelvo en coche y solo voy a hacer un examen jj;0;0;0;0.0;['Mañana', 'vuelvo', 'en', 'coche', 'y', 'solo', 'voy', 'a', 'hacer', 'un', 'examen', 'jj'];;0;0;0;0.0;0.0
Necesito un coche y el carné de conducir..;0;0;0;0.0;['Necesito', 'un', 'coche', 'y', 'el', 'carné', 'de', 'conducir..'];;0;0;1;0.0;0.0
Soñé que me robaban el coche 😓;0;0;0;0.0;['Soñé', 'que', 'me', 'robaban', 'el', 'coche', '😓'];😓;1;0;0;0.431;0.0
Ayer aguanté como una campeona sin beber nada d alcohol porq iba con el coche, ahora puedo con todo lo q se me ponga por dlante;0;0;0;0.0;['Ayer', 'aguanté', 'como', 'una', 'campeona', 'sin', 'beber', 'nada', 'd', 'alcohol', 'porq', 'iba', 'con', 'el', 'coche', ',', 'ahora', 'puedo', 'con', 'todo', 'lo', 'q', 'se', 'me', 'ponga', 'por', 'dlante'];;0;0;0;0.0;0.0
En el coche del tío para la tierra a trabajar;0;0;0;0.0;['En', 'el', 'coche', 'del', 'tío', 'para', 'la', 'tierra', 'a', 'trabajar'];;0;0;0;0.0;0.0
Una hora y 35 minutos esperando un autobús, como te echo de menos coche 😭;0;0;0;0.0;['Una', 'hora', 'y', '35', 'minutos', 'esperando', 'un', 'autobús', ',', 'como', 'te', 'echo', 'de', 'menos', 'coche', '😭'];😭;1;0;1;0.136;0.0
¡Echa un vistazo a mi transmisión desde mi PlayStation 4! PS4live (Gran Turismo™SPORT) live at ;0;1;1;0.06666666666666667;['¡Echa', 'un', 'vistazo', 'a', 'mi', 'transmisión', 'desde', 'mi', 'PlayStation', '4', '!', 'PS4live', '(', 'Gran', 'Turismo™SPORT', ')', 'live', 'at'];™;1;0;1;0.0;1.0666666666666667
Buena transmisión;0;0;0;0.0;['Buena', 'transmisión'];;0;0;0;0.0;0.0
Y la transmisión?;0;0;0;0.0;['Y', 'la', 'transmisión', '?'];;0;0;0;0.0;0.0
nos dañaron el domingo a los q íbamos a ver la transmisión por YouTube 😪;0;0;0;0.0;['nos', 'dañaron', 'el', 'domingo', 'a', 'los', 'q', 'íbamos', 'a', 'ver', 'la', 'transmisión', 'por', 'YouTube', '😪'];😪;1;0;0;0.431;0.0
ROBERTO GONZÁLEZ Candidato a la Muni Capitalina por CREO llega a votar a Z11. Transmisión de Radio Sonora. . El deseo por servir se mantiene y para una nueva era en la Municipalidad.;0;0;3;0.09090909090909091;['ROBERTO', 'GONZÁLEZ', 'Candidato', 'a', 'la', 'Muni', 'Capitalina', 'por', 'CREO', 'llega', 'a', 'votar', 'a', 'Z11', '.', 'Transmisión', 'de', 'Radio', 'Sonora', '.', '.', 'El', 'deseo', 'por', 'servir', 'se', 'mantiene', 'y', 'para', 'una', 'nueva', 'era', 'en', 'la', 'Municipalidad', '.'];;0;0;1;0.0;0.09090909090909091
¡Echa un vistazo a mi transmisión de (Fortnite) live at ;0;0;0;0.0;['¡Echa', 'un', 'vistazo', 'a', 'mi', 'transmisión', 'de', '(', 'Fortnite', ')', 'live', 'at'];;0;0;0;0.0;0.0
Las 10 infecciones de transmisión sexual más frecuentes Salud  ;0;0;0;0.0;['Las', '10', 'infecciones', 'de', 'transmisión', 'sexual', 'más', 'frecuentes', 'Salud'];;0;0;1;0.0;0.0
Le ruego que no me tutee. Respecto al como siempre, no sé dónde hizo Ud la Selectividad, pero en algunas CCAA ponen textos no argumentativos. Literarios, por ejemplo. Y no siempre se pide la opinión. Ah, y mis opiniones tendrán *sesgo*, pero yo no pongo las pruebas de la EBAU.;0;0;2;0.04;['Le', 'ruego', 'que', 'no', 'me', 'tutee', '.', 'Respecto', 'al', 'como', 'siempre', ',', 'no', 'sé', 'dónde', 'hizo', 'Ud', 'la', 'Selectividad', ',', 'pero', 'en', 'algunas', 'CCAA', 'ponen', 'textos', 'no', 'argumentativos', '.', 'Literarios', ',', 'por', 'ejemplo', '.', 'Y', 'no', 'siempre', 'se', 'pide', 'la', 'opinión', '.', 'Ah', ',', 'y', 'mis', 'opiniones', 'tendrán', '*sesgo*', ',', 'pero', 'yo', 'no', 'pongo', 'las', 'pruebas', 'de', 'la', 'EBAU', '.'];;0;0;1;0.0;0.04
Entregarán 178.000 firmas por una Selectividad única en toda España ;0;0;0;0.0;['Entregarán', '178.000', 'firmas', 'por', 'una', 'Selectividad', 'única', 'en', 'toda', 'España'];;0;0;0;0.0;0.0
Una niña que acaba de hacer selectividad me ha preguntado sobre Farmacia , chicos que le digo ?;0;0;0;0.0;['Una', 'niña', 'que', 'acaba', 'de', 'hacer', 'selectividad', 'me', 'ha', 'preguntado', 'sobre', 'Farmacia', ',', 'chicos', 'que', 'le', 'digo', '?'];;0;0;0;0.0;0.0
La selectividad ha dejado la nota media más baja de los últimos años. Desde 2013 los estudiantes no promediaban una puntuación menor. En concreto ha sido de un 6,27, lo que supone 29 décimas peor que el año pasado. ;0;0;0;0.0;['La', 'selectividad', 'ha', 'dejado', 'la', 'nota', 'media', 'más', 'baja', 'de', 'los', 'últimos', 'años', '.', 'Desde', '2013', 'los', 'estudiantes', 'no', 'promediaban', 'una', 'puntuación', 'menor', '.', 'En', 'concreto', 'ha', 'sido', 'de', 'un', '6,27', ',', 'lo', 'que', 'supone', '29', 'décimas', 'peor', 'que', 'el', 'año', 'pasado', '.'];;0;0;1;0.0;0.0
Selectividad del 2020. Historia del arte. Describa este cuadro. ;0;0;0;0.0;['Selectividad', 'del', '2020', '.', 'Historia', 'del', 'arte', '.', 'Describa', 'este', 'cuadro', '.'];;0;0;1;0.0;0.0
Esa habitación debería salir en los exámenes de historia de selectividad ;0;0;0;0.0;['Esa', 'habitación', 'debería', 'salir', 'en', 'los', 'exámenes', 'de', 'historia', 'de', 'selectividad'];;0;0;1;0.0;0.0
Los alumnos con dislexia podrán tener faltas de ortografía en la Selectividad  vía;0;0;0;0.0;['Los', 'alumnos', 'con', 'dislexia', 'podrán', 'tener', 'faltas', 'de', 'ortografía', 'en', 'la', 'Selectividad', 'vía'];;0;0;0;0.0;0.0
Pero seguro que no aprobaría la selectividad de Madrid ;0;0;0;0.0;['Pero', 'seguro', 'que', 'no', 'aprobaría', 'la', 'selectividad', 'de', 'Madrid'];;0;0;0;0.0;0.0
q nota has sacado en selectividad — 10,27 jajajaj ;0;0;0;0.0;['q', 'nota', 'has', 'sacado', 'en', 'selectividad', '—', '10,27', 'jajajaj'];;0;0;0;0.0;0.0
Sí, soy a andaluza viviendo en Madrid. Hice la selectividad en Andalucía.;0;0;0;0.0;['Sí', ',', 'soy', 'a', 'andaluza', 'viviendo', 'en', 'Madrid', '.', 'Hice', 'la', 'selectividad', 'en', 'Andalucía', '.'];;0;0;0;0.0;0.0
Yo rodeada de mis apuntes de selectividad para quemarlos ;0;0;0;0.0;['Yo', 'rodeada', 'de', 'mis', 'apuntes', 'de', 'selectividad', 'para', 'quemarlos'];;0;0;1;0.0;0.0
Empiezan mis vacaciones ;0;0;0;0.0;['Empiezan', 'mis', 'vacaciones'];;0;0;1;0.0;0.0
Esta de vacaciones... como siempre;0;0;0;0.0;['Esta', 'de', 'vacaciones', '...', 'como', 'siempre'];;0;0;1;0.0;0.0
Vacaciones. Casa. Gatillos.Surete. Netflix. Soy feliz😊 faltas tú ;0;0;0;0.0;['Vacaciones', '.', 'Casa', '.', 'Gatillos.Surete', '.', 'Netflix', '.', 'Soy', 'feliz😊', 'faltas', 'tú'];😊;1;0;1;0.06;0.0
Me encanta planear las vacaciones con ...;0;0;0;0.0;['Me', 'encanta', 'planear', 'las', 'vacaciones', 'con', '...'];;0;0;1;0.0;0.0
Sii falta poquito,me los llevo en verano,ahora son muy cortitas las vacaciones AJJAJA;0;0;1;0.07692307692307693;['Sii', 'falta', 'poquito', ',', 'me', 'los', 'llevo', 'en', 'verano', ',', 'ahora', 'son', 'muy', 'cortitas', 'las', 'vacaciones', 'AJJAJA'];;0;0;1;0.0;0.07692307692307693
— Buenas tardes. Que días más ajetreados enseñando a los animales nuevos espectáculos, necesita vacaciones.;0;0;0;0.0;['—', 'Buenas', 'tardes', '.', 'Que', 'días', 'más', 'ajetreados', 'enseñando', 'a', 'los', 'animales', 'nuevos', 'espectáculos', ',', 'necesita', 'vacaciones', '.'];;0;0;1;0.0;0.0
Termina este miércoles y acabo de terminar mis vacaciones xD;0;0;1;0.1;['Termina', 'este', 'miércoles', 'y', 'acabo', 'de', 'terminar', 'mis', 'vacaciones', 'xD'];;0;0;1;0.0;0.1
Esperando que mi papi me lleve d vacaciones ahí ;0;0;0;0.0;['Esperando', 'que', 'mi', 'papi', 'me', 'lleve', 'd', 'vacaciones', 'ahí'];;0;0;1;0.0;0.0
Tengo familia en Berlin, mis primos se vienen el 20 de vacaciones para La Coruña, Galicia, Spain;0;0;0;0.0;['Tengo', 'familia', 'en', 'Berlin', ',', 'mis', 'primos', 'se', 'vienen', 'el', '20', 'de', 'vacaciones', 'para', 'La', 'Coruña', ',', 'Galicia', ',', 'Spain'];;0;0;1;0.0;0.0
Ya quiero salirrr, necesito vacaciones jeje;0;0;0;0.0;['Ya', 'quiero', 'salirrr', ',', 'necesito', 'vacaciones', 'jeje'];;0;0;1;0.0;0.0
sólo 3 semanas para vacaciones 😭😭😭😭;0;0;0;0.0;['sólo', '3', 'semanas', 'para', 'vacaciones', '😭😭😭😭'];😭 😭 😭 😭;4;0;1;0.136;0.0
Las vacaciones *;0;0;0;0.0;['Las', 'vacaciones', '*'];;0;0;1;0.0;0.0
Se fue de vacaciones x el estrés.;0;0;0;0.0;['Se', 'fue', 'de', 'vacaciones', 'x', 'el', 'estrés', '.'];;0;0;1;0.0;0.0
Me urgen unas vacaciones. Eternas.;0;0;0;0.0;['Me', 'urgen', 'unas', 'vacaciones', '.', 'Eternas', '.'];;0;0;1;0.0;0.0
"Las vacaciones son un derecho que tiene todo trabajador para gozar de un descanso de 15 días hábiles por cada año de trabajo. Ingresa a LegalApp y conoce qué hacer en este caso. YoUsoLegalApp &gt;  ";0;0;0;0.0;"['Las', 'vacaciones', 'son', 'un', 'derecho', 'que', 'tiene', 'todo', 'trabajador', 'para', 'gozar', 'de', 'un', 'descanso', 'de', '15', 'días', 'hábiles', 'por', 'cada', 'año', 'de', 'trabajo', '.', 'Ingresa', 'a', 'LegalApp', 'y', 'conoce', 'qué', 'hacer', 'en', 'este', 'caso', '.', 'YoUsoLegalApp', '&', 'gt', ';']";;0;0;1;0.0;0.0
¡Ya huele a vacaciones y nuestro estilo lo sabe! 😎🌴LookSemanal RAGGED  ;0;1;1;0.09090909090909091;['¡Ya', 'huele', 'a', 'vacaciones', 'y', 'nuestro', 'estilo', 'lo', 'sabe', '!', '😎🌴LookSemanal', 'RAGGED'];😎 🌴;2;0;1;0.0915;1.0909090909090908
vamos a la playa oooo;0;0;0;0.0;['vamos', 'a', 'la', 'playa', 'oooo'];;0;0;0;0.0;0.0
-Nada, día de playa- ;0;0;0;0.0;['-Nada', ',', 'día', 'de', 'playa-'];;0;0;0;0.0;0.0
Escuché una canción durante una hora en el camino de ida a la playa. ¿cuál canción crees que era?;0;0;0;0.0;['Escuché', 'una', 'canción', 'durante', 'una', 'hora', 'en', 'el', 'camino', 'de', 'ida', 'a', 'la', 'playa', '.', '¿cuál', 'canción', 'crees', 'que', 'era', '?'];;0;0;1;0.0;0.0
Espero que entrenes en la playa 😉 ;0;0;0;0.0;['Espero', 'que', 'entrenes', 'en', 'la', 'playa', '😉'];😉;1;0;1;0.01;0.0
Si hay sol hay playa, si hay playa hay alcohol... si hay alcohol hay sexo y si es contigo mejor🎵;0;0;0;0.0;['Si', 'hay', 'sol', 'hay', 'playa', ',', 'si', 'hay', 'playa', 'hay', 'alcohol', '...', 'si', 'hay', 'alcohol', 'hay', 'sexo', 'y', 'si', 'es', 'contigo', 'mejor🎵'];🎵;1;0;1;0.006;0.0
Necesito playa :(;0;0;0;0.0;['Necesito', 'playa', ':', '('];;0;0;1;0.0;0.0
Mazarrón Retiran 200 kilos de basura marina en la playa de Bolnuevo ;0;0;0;0.0;['Mazarrón', 'Retiran', '200', 'kilos', 'de', 'basura', 'marina', 'en', 'la', 'playa', 'de', 'Bolnuevo'];;0;0;0;0.0;0.0
📲:Supuse que sabía... Pero la playa no me suena. 📲:Si, si... Te veo en la playa, entonces;0;0;0;0.0;['📲', ':', 'Supuse', 'que', 'sabía', '...', 'Pero', 'la', 'playa', 'no', 'me', 'suena', '.', '📲', ':', 'Si', ',', 'si', '...', 'Te', 'veo', 'en', 'la', 'playa', ',', 'entonces'];📲 📲;2;0;1;0.174;0.0
Toda la gente de Alcasser se daba ostias hablando mal para estar en el programa. Yo no sé ni qué decir...los familiares en ese estado de shock no se darían cuenta de lo que estaban haciendo, pero con el tiempo debieron abrir los ojos y sentir aún más impotencia del poco respeto;0;0;0;0.0;['Toda', 'la', 'gente', 'de', 'Alcasser', 'se', 'daba', 'ostias', 'hablando', 'mal', 'para', 'estar', 'en', 'el', 'programa', '.', 'Yo', 'no', 'sé', 'ni', 'qué', 'decir', '...', 'los', 'familiares', 'en', 'ese', 'estado', 'de', 'shock', 'no', 'se', 'darían', 'cuenta', 'de', 'lo', 'que', 'estaban', 'haciendo', ',', 'pero', 'con', 'el', 'tiempo', 'debieron', 'abrir', 'los', 'ojos', 'y', 'sentir', 'aún', 'más', 'impotencia', 'del', 'poco', 'respeto'];;0;0;1;0.0;0.0
Moderación? Jaajajajjaja. Libertad? Para quién? Progreso???? Estamos hablando de la misma persona y del mismo programa?;0;0;0;0.0;['Moderación', '?', 'Jaajajajjaja', '.', 'Libertad', '?', 'Para', 'quién', '?', 'Progreso', '?', '?', '?', '?', 'Estamos', 'hablando', 'de', 'la', 'misma', 'persona', 'y', 'del', 'mismo', 'programa', '?'];;0;0;1;0.0;0.0
¿Tu seguirás con tu programa o ya hay cambios de todo inmediatos ?;0;0;0;0.0;['¿Tu', 'seguirás', 'con', 'tu', 'programa', 'o', 'ya', 'hay', 'cambios', 'de', 'todo', 'inmediatos', '?'];;0;0;0;0.0;0.0
Porqué insisten en el programa de Vecinos vigilantes si las denuncias no las atienden, los mismos sitios siguen vendiendo sus drogas;0;0;0;0.0;['Porqué', 'insisten', 'en', 'el', 'programa', 'de', 'Vecinos', 'vigilantes', 'si', 'las', 'denuncias', 'no', 'las', 'atienden', ',', 'los', 'mismos', 'sitios', 'siguen', 'vendiendo', 'sus', 'drogas'];;0;0;1;0.0;0.0
El programa pretende controlar el daño que generan en la fauna silvestre y a la agricultura campesina ;0;0;0;0.0;['El', 'programa', 'pretende', 'controlar', 'el', 'daño', 'que', 'generan', 'en', 'la', 'fauna', 'silvestre', 'y', 'a', 'la', 'agricultura', 'campesina'];;0;0;1;0.0;0.0
🔵 Terraformación, el programa de la NASA para cambiar el clima de Marte y hacerlo habitable MedioAmbiente ;0;0;1;0.058823529411764705;['🔵', 'Terraformación', ',', 'el', 'programa', 'de', 'la', 'NASA', 'para', 'cambiar', 'el', 'clima', 'de', 'Marte', 'y', 'hacerlo', 'habitable', 'MedioAmbiente'];🔵;1;0;0;0.139;0.058823529411764705
Aquí os dejamos nuestro nuevo programa con la gran ayuda de nuestro amigo del gran podcast entre otros muchos. Muchas gracias. podcast Cine Stargate claqueta y accion 2x16 stargate ;0;0;0;0.0;['Aquí', 'os', 'dejamos', 'nuestro', 'nuevo', 'programa', 'con', 'la', 'gran', 'ayuda', 'de', 'nuestro', 'amigo', 'del', 'gran', 'podcast', 'entre', 'otros', 'muchos', '.', 'Muchas', 'gracias', '.', 'podcast', 'Cine', 'Stargate', 'claqueta', 'y', 'accion', '2x16', 'stargate'];;0;0;1;0.0;0.0
Si no generas el escenario Comuns-PSC, no hay Valls que valga. Comuns tiene con ERC un programa mucho más parecido que con el PSC pero escogió PSC para asegurarse a Valls. Y en política, nada es a cambio de nada. NADA.;0;0;5;0.12195121951219512;['Si', 'no', 'generas', 'el', 'escenario', 'Comuns-PSC', ',', 'no', 'hay', 'Valls', 'que', 'valga', '.', 'Comuns', 'tiene', 'con', 'ERC', 'un', 'programa', 'mucho', 'más', 'parecido', 'que', 'con', 'el', 'PSC', 'pero', 'escogió', 'PSC', 'para', 'asegurarse', 'a', 'Valls', '.', 'Y', 'en', 'política', ',', 'nada', 'es', 'a', 'cambio', 'de', 'nada', '.', 'NADA', '.'];;0;0;1;0.0;0.12195121951219512
Donde están los amigos que tienen piscina 😫😫;0;0;0;0.0;['Donde', 'están', 'los', 'amigos', 'que', 'tienen', 'piscina', '😫😫'];😫 😫;2;0;1;0.485;0.0
Quisiera estar en una piscina, rai nau;0;0;0;0.0;['Quisiera', 'estar', 'en', 'una', 'piscina', ',', 'rai', 'nau'];;0;0;1;0.0;0.0
¡Yo estoy muy bien! ¡Con ganas de piscina o playa!;0;2;0;0.0;['¡Yo', 'estoy', 'muy', 'bien', '!', '¡Con', 'ganas', 'de', 'piscina', 'o', 'playa', '!'];;0;0;1;0.0;2.0
